Date,Issue,Code,Sector,Component Weight (TOPIX),New Index Series Code
20241031,"GUNZE LIMITED",3002,"Textiles & Apparels",0.0099%,TOPIX Small 1
20241031,"Hulic Co.,Ltd.",3003,"Real Estate",0.0845%,TOPIX Mid400
20241031,"SHINYEI KAISHA",3004,"Wholesale Trade",0.0001%,TOPIX Small 2
20241031,"Rasa Corporation",3023,"Wholesale Trade",0.0021%,TOPIX Small 2
20241031,"Alpen Co.,Ltd.",3028,"Retail Trade",0.0046%,TOPIX Small 1
20241031,"HUB CO.,LTD.",3030,"Retail Trade",0.0001%,TOPIX Small 2
20241031,"RACCOON HOLDINGS,Inc.",3031,"Information & Communication",0.0015%,TOPIX Small 2
20241031,"Qol Holdings Co.,Ltd.",3034,"Retail Trade",0.0048%,TOPIX Small 1
20241031,"ALCONIX CORPORATION",3036,"Wholesale Trade",0.0054%,TOPIX Small 1
20241031,"KOBE BUSSAN CO.,LTD.",3038,"Wholesale Trade",0.0788%,TOPIX Mid400
20241031,"SOLITON SYSTEMS K.K.",3040,"Information & Communication",0.0017%,TOPIX Small 2
20241031,"JINS HOLDINGS Inc.",3046,"Retail Trade",0.0130%,TOPIX Small 1
20241031,"BIC CAMERA INC.",3048,"Retail Trade",0.0280%,TOPIX Mid400
20241031,"DCM Holdings Co.,Ltd.",3050,"Retail Trade",0.0203%,TOPIX Small 1
20241031,"PEPPER FOOD SERVICE CO.,LTD.",3053,"Retail Trade",0.0016%,TOPIX Small 2
20241031,"HYPER Inc.",3054,"Wholesale Trade",0.0000%,TOPIX Small 2
20241031,"MonotaRO Co.,Ltd.",3064,"Retail Trade",0.0900%,TOPIX Mid400
20241031,"TOKYO ICHIBAN FOODS CO.,LTD.",3067,"Retail Trade",0.0000%,TOPIX Small 2
20241031,"DD GROUP Co.,Ltd.",3073,"Retail Trade",0.0003%,TOPIX Small 2
20241031,"Ai Holdings Corporation",3076,"Wholesale Trade",0.0103%,TOPIX Small 1
20241031,"DVx Inc.",3079,"Wholesale Trade",0.0001%,TOPIX Small 2
20241031,"KICHIRI HOLDINGS & Co.,Ltd.",3082,"Retail Trade",0.0001%,TOPIX Small 2
20241031,"J.FRONT RETAILING Co.,Ltd.",3086,"Retail Trade",0.0517%,TOPIX Mid400
20241031,"DOUTOR・NICHIRES Holdings Co.,Ltd.",3087,"Retail Trade",0.0109%,TOPIX Small 1
20241031,"MatsukiyoCocokara & Co.",3088,"Retail Trade",0.1009%,TOPIX Mid400
20241031,"BRONCO BILLY Co.,LTD.",3091,"Retail Trade",0.0060%,TOPIX Small 1
20241031,"ZOZO,Inc.",3092,"Retail Trade",0.1012%,TOPIX Mid400
20241031,"Treasure Factory Co.,LTD.",3093,"Retail Trade",0.0025%,TOPIX Small 2
20241031,"The Monogatari Corporation",3097,"Retail Trade",0.0173%,TOPIX Small 1
20241031,"Isetan Mitsukoshi Holdings Ltd.",3099,"Retail Trade",0.0965%,TOPIX Mid400
20241031,"TOYOBO CO.,LTD.",3101,"Textiles & Apparels",0.0109%,TOPIX Small 1
20241031,"UNITIKA LTD.",3103,"Textiles & Apparels",0.0025%,TOPIX Small 2
20241031,"Fujibo Holdings,Inc.",3104,"Textiles & Apparels",0.0048%,TOPIX Small 2
20241031,"Nisshinbo Holdings Inc.",3105,"Electric Appliances",0.0192%,TOPIX Mid400
20241031,"KURABO INDUSTRIES LTD.",3106,"Textiles & Apparels",0.0087%,TOPIX Small 2
20241031,"Daiwabo Holdings Co.,Ltd.",3107,"Wholesale Trade",0.0336%,TOPIX Mid400
20241031,"SHIKIBO LTD.",3109,"Textiles & Apparels",0.0019%,TOPIX Small 2
20241031,"NITTO BOSEKI CO.,LTD.",3110,"Glass & Ceramics Products",0.0220%,TOPIX Small 1
20241031,"TOYOTA BOSHOKU CORPORATION",3116,"Transportation Equipment",0.0224%,TOPIX Mid400
20241031,"MACNICA HOLDINGS,INC.",3132,"Wholesale Trade",0.0377%,TOPIX Mid400
20241031,"Hamee Corp.",3134,"Retail Trade",0.0011%,TOPIX Small 2
20241031,"MarketEnterprise Co.,Ltd",3135,"Retail Trade",0.0000%,TOPIX Small 2
20241031,"Lacto Japan Co.,Ltd.",3139,"Wholesale Trade",0.0032%,TOPIX Small 2
20241031,"WELCIA HOLDINGS CO.,LTD.",3141,"Retail Trade",0.0271%,TOPIX Mid400
20241031,"CREATE SD HOLDINGS CO.,LTD.",3148,"Retail Trade",0.0117%,TOPIX Small 1
20241031,"gremz,Inc.",3150,"Electric Power & Gas",0.0030%,TOPIX Small 2
20241031,"VITAL KSK HOLDINGS,INC.",3151,"Wholesale Trade",0.0048%,TOPIX Small 2
20241031,"Yashima Denki Co.,Ltd.",3153,"Wholesale Trade",0.0038%,TOPIX Small 2
20241031,"MEDIUS HOLDINGS Co.,Ltd.",3154,"Wholesale Trade",0.0013%,TOPIX Small 2
20241031,"Restar Corporation",3156,"Wholesale Trade",0.0062%,TOPIX Small 2
20241031,"GEOLIVE Group Corporation",3157,"Wholesale Trade",0.0001%,TOPIX Small 2
20241031,"Maruzen CHI Holdings Co.,Ltd.",3159,"Retail Trade",0.0001%,TOPIX Small 2
20241031,"OOMITSU CO.,LTD.",3160,"Wholesale Trade",0.0001%,TOPIX Small 2
20241031,"OCHI HOLDINGS CO.,LTD.",3166,"Wholesale Trade",0.0001%,TOPIX Small 2
20241031,"TOKAI Holdings Corporation",3167,"Wholesale Trade",0.0139%,TOPIX Small 1
20241031,"Kurotani Corporation",3168,"Wholesale Trade",0.0000%,TOPIX Small 2
20241031,"Misawa & Co.,Ltd.",3169,"Retail Trade",0.0000%,TOPIX Small 2
20241031,"Tea Life Co.,Ltd.",3172,"Retail Trade",0.0000%,TOPIX Small 2
20241031,"Cominix Co.,Ltd.",3173,"Wholesale Trade",0.0000%,TOPIX Small 2
20241031,"AP HOLDINGS CO.,LTD.",3175,"Retail Trade",0.0001%,TOPIX Small 2
20241031,"Sanyo Trading Co.,Ltd.",3176,"Wholesale Trade",0.0041%,TOPIX Small 2
20241031,"CHIMNEY CO.,LTD.",3178,"Retail Trade",0.0001%,TOPIX Small 2
20241031,"Syuppin Co.,Ltd.",3179,"Retail Trade",0.0029%,TOPIX Small 2
20241031,"BEAUTY GARAGE Inc.",3180,"Wholesale Trade",0.0013%,TOPIX Small 2
20241031,"Oisix ra daichi Inc.",3182,"Retail Trade",0.0056%,TOPIX Small 1
20241031,"WIN-Partners Co.,Ltd.",3183,"Wholesale Trade",0.0025%,TOPIX Small 2
20241031,"NEXTAGE Co.,Ltd.",3186,"Retail Trade",0.0093%,TOPIX Small 1
20241031,"JOYFUL HONDA CO.,LTD.",3191,"Retail Trade",0.0157%,TOPIX Small 1
20241031,"Eternal Hospitality Group Co.,Ltd.",3193,"Retail Trade",0.0036%,TOPIX Small 2
20241031,"HOTLAND Co.,Ltd.",3196,"Retail Trade",0.0049%,TOPIX Small 2
20241031,"SKYLARK HOLDINGS CO.,LTD.",3197,"Retail Trade",0.0886%,TOPIX Mid400
20241031,"SFP Holdings Co.,Ltd.",3198,"Retail Trade",0.0030%,TOPIX Small 2
20241031,"Watahan & Co.,Ltd.",3199,"Retail Trade",0.0034%,TOPIX Small 2
20241031,"THE JAPAN WOOL TEXTILE CO.,LTD.",3201,"Textiles & Apparels",0.0085%,TOPIX Small 1
20241031,"Daitobo Co.,Ltd.",3202,"Textiles & Apparels",0.0000%,TOPIX Small 2
20241031,"Toabo Corporation",3204,"Textiles & Apparels",0.0000%,TOPIX Small 2
20241031,"DAIDOH LIMITED",3205,"Textiles & Apparels",0.0002%,TOPIX Small 2
20241031,"Yossix Holdings Co.,Ltd.",3221,"Retail Trade",0.0030%,TOPIX Small 2
20241031,"United Super Markets Holdings Inc.",3222,"Retail Trade",0.0074%,TOPIX Small 1
20241031,"Nomura Real Estate Holdings,Inc.",3231,"Real Estate",0.0608%,TOPIX Mid400
20241031,"Mie Kotsu Group Holdings,Inc.",3232,"Real Estate",0.0028%,TOPIX Small 2
20241031,"DEAR LIFE CO.,LTD.",3245,"Real Estate",0.0037%,TOPIX Small 2
20241031,"KOSE R.E. Co.,Ltd.",3246,"Real Estate",0.0001%,TOPIX Small 2
20241031,"JINUSHI Co.,Ltd.",3252,"Real Estate",0.0048%,TOPIX Small 2
20241031,"PRESSANCE CORPORATION",3254,"Real Estate",0.0064%,TOPIX Small 1
20241031,"Phil Company,Inc.",3267,"Construction",0.0004%,TOPIX Small 2
20241031,"The Global Ltd.",3271,"Real Estate",0.0001%,TOPIX Small 2
20241031,"HOUSECOM CORPORATION",3275,"Real Estate",0.0001%,TOPIX Small 2
20241031,"Japan Property Management Center Co.,Ltd.",3276,"Real Estate",0.0017%,TOPIX Small 2
20241031,"Sansei Landic Co.,Ltd",3277,"Real Estate",0.0001%,TOPIX Small 2
20241031,"STrust Co.,Ltd.",3280,"Real Estate",0.0000%,TOPIX Small 2
20241031,"Hoosiers Holdings Co.,Ltd.",3284,"Real Estate",0.0040%,TOPIX Small 2
20241031,"Open House Group Co.,Ltd.",3288,"Real Estate",0.0529%,TOPIX Mid400
20241031,"Tokyu Fudosan Holdings Corporation",3289,"Real Estate",0.0742%,TOPIX Mid400
20241031,"Iida Group Holdings Co.,Ltd.",3291,"Real Estate",0.0543%,TOPIX Mid400
20241031,"e'grand Co.,Ltd",3294,"Real Estate",0.0001%,TOPIX Small 2
20241031,"MUGEN ESTATE Co.,Ltd.",3299,"Real Estate",0.0003%,TOPIX Small 2
20241031,"TEIKOKU SEN-I Co.,Ltd.",3302,"Textiles & Apparels",0.0082%,TOPIX Small 2
20241031,"NIPPON COKE & ENGINEERING COMPANY,LIMITED",3315,"Oil & Coal Products",0.0025%,TOPIX Small 2
20241031,"Golf Digest Online Inc.",3319,"Retail Trade",0.0007%,TOPIX Small 2
20241031,"MITACHI CO.,LTD.",3321,"Wholesale Trade",0.0001%,TOPIX Small 2
20241031,"BEENOS Inc.",3328,"Retail Trade",0.0048%,TOPIX Small 2
20241031,"ASAHI CO.,LTD.",3333,"Retail Trade",0.0035%,TOPIX Small 2
20241031,"NIHON CHOUZAI Co.,Ltd.",3341,"Retail Trade",0.0025%,TOPIX Small 2
20241031,"COSMOS Pharmaceutical Corporation",3349,"Retail Trade",0.0338%,TOPIX Mid400
20241031,"SHIP HEALTHCARE HOLDINGS,INC.",3360,"Wholesale Trade",0.0252%,TOPIX Mid400
20241031,"Toell Co.,Ltd.",3361,"Retail Trade",0.0001%,TOPIX Small 2
20241031,"SOFTCREATE HOLDINGS CORP.",3371,"Information & Communication",0.0041%,TOPIX Small 2
20241031,"Seven & i Holdings Co.,Ltd.",3382,"Retail Trade",0.6652%,TOPIX Core30
20241031,"create restaurants holdings inc.",3387,"Retail Trade",0.0251%,TOPIX Small 1
20241031,"MEIJI ELECTRIC INDUSTRIES CO.,LTD.",3388,"Wholesale Trade",0.0014%,TOPIX Small 2
20241031,"TSURUHA HOLDINGS INC.",3391,"Retail Trade",0.0491%,TOPIX Mid400
20241031,"DELICA FOODS HOLDINGS CO.,LTD.",3392,"Wholesale Trade",0.0001%,TOPIX Small 2
20241031,"Startia Holdings,Inc.",3393,"Wholesale Trade",0.0002%,TOPIX Small 2
20241031,"Saint Marc Holdings Co.,Ltd.",3395,"Retail Trade",0.0051%,TOPIX Small 2
20241031,"FELISSIMO CORPORATION",3396,"Retail Trade",0.0001%,TOPIX Small 2
20241031,"TORIDOLL Holdings Corporation",3397,"Retail Trade",0.0303%,TOPIX Mid400
20241031,"TEIJIN LIMITED",3401,"Textiles & Apparels",0.0342%,TOPIX Mid400
20241031,"TORAY INDUSTRIES,INC.",3402,"Textiles & Apparels",0.1585%,TOPIX Mid400
20241031,"KURARAY CO.,LTD.",3405,"Chemicals",0.0791%,TOPIX Mid400
20241031,"ASAHI KASEI CORPORATION",3407,"Chemicals",0.1858%,TOPIX Large70
20241031,"TOKYO BASE Co.,Ltd.",3415,"Retail Trade",0.0007%,TOPIX Small 2
20241031,"INABA SEISAKUSHO Co.,Ltd.",3421,"Metal Products",0.0026%,TOPIX Small 2
20241031,"MIYAJI ENGINEERING GROUP,INC.",3431,"Metal Products",0.0065%,TOPIX Small 1
20241031,"TOCALO Co.,Ltd.",3433,"Metal Products",0.0139%,TOPIX Small 1
20241031,"ALPHA Corporation",3434,"Metal Products",0.0001%,TOPIX Small 2
20241031,"SUMCO CORPORATION",3436,"Metal Products",0.0759%,TOPIX Mid400
20241031,"KAWADA TECHNOLOGIES,INC.",3443,"Metal Products",0.0041%,TOPIX Small 2
20241031,"RS Technologies Co.,Ltd.",3445,"Metal Products",0.0082%,TOPIX Small 1
20241031,"JTEC CORPORATION",3446,"Metal Products",0.0001%,TOPIX Small 2
20241031,"Shinwa Co.,Ltd.",3447,"Metal Products",0.0002%,TOPIX Small 2
20241031,"B-Lot Company Limited",3452,"Real Estate",0.0002%,TOPIX Small 2
20241031,"First Brothers Co.,Ltd.",3454,"Real Estate",0.0001%,TOPIX Small 2
20241031,"&Do Holdings Co.,Ltd.",3457,"Real Estate",0.0016%,TOPIX Small 2
20241031,"CRE,Inc.",3458,"Real Estate",0.0014%,TOPIX Small 2
20241031,"KI-STAR REAL ESTATE CO.,LTD",3465,"Real Estate",0.0054%,TOPIX Small 1
20241031,"Agratio urban design Inc.",3467,"Real Estate",0.0001%,TOPIX Small 2
20241031,"Good Com Asset Co.,Ltd.",3475,"Real Estate",0.0017%,TOPIX Small 2
20241031,"J.S.B.Co.,Ltd.",3480,"Real Estate",0.0029%,TOPIX Small 2
20241031,"Loadstar Capital K.K.",3482,"Real Estate",0.0034%,TOPIX Small 2
20241031,"Innovation Holdings CO.,LTD.",3484,"Real Estate",0.0001%,TOPIX Small 2
20241031,"GLOBAL LINK MANAGEMENT INC.",3486,"Real Estate",0.0001%,TOPIX Small 2
20241031,"FaithNetwork Co.,Ltd",3489,"Real Estate",0.0001%,TOPIX Small 2
20241031,"Kasumigaseki Capital Co.,Ltd.",3498,"Real Estate",0.0155%,TOPIX Small 1
20241031,"Suminoe Textile Co.,Ltd.",3501,"Textiles & Apparels",0.0001%,TOPIX Small 2
20241031,"Nippon Felt Company Limited",3512,"Textiles & Apparels",0.0001%,TOPIX Small 2
20241031,"ICHIKAWA CO.,LTD.",3513,"Textiles & Apparels",0.0001%,TOPIX Small 2
20241031,"ECONACH HOLDINGS CO.,LTD.",3521,"Services",0.0000%,TOPIX Small 2
20241031,"NITTO SEIMO CO.,LTD.",3524,"Textiles & Apparels",0.0000%,TOPIX Small 2
20241031,"ASHIMORI INDUSTRY CO.,LTD.",3526,"Transportation Equipment",0.0002%,TOPIX Small 2
20241031,"ATSUGI CO.,LTD.",3529,"Textiles & Apparels",0.0002%,TOPIX Small 2
20241031,"WILLPLUS Holdings Corporation",3538,"Retail Trade",0.0001%,TOPIX Small 2
20241031,"JM HOLDINGS CO.,LTD.",3539,"Retail Trade",0.0062%,TOPIX Small 2
20241031,"KOMEDA Holdings Co.,Ltd.",3543,"Wholesale Trade",0.0207%,TOPIX Small 1
20241031,"SATUDORA HOLDINGS CO.,LTD.",3544,"Retail Trade",0.0001%,TOPIX Small 2
20241031,"Alleanza Holdings Co.,Ltd.",3546,"Retail Trade",0.0022%,TOPIX Small 2
20241031,"KUSHIKATSU TANAKA HOLDINGS CO.",3547,"Retail Trade",0.0013%,TOPIX Small 2
20241031,"BAROQUE JAPAN LIMITED",3548,"Retail Trade",0.0025%,TOPIX Small 2
20241031,"KUSURI NO AOKI HOLDINGS CO.,LTD.",3549,"Retail Trade",0.0291%,TOPIX Mid400
20241031,"DYNIC CORPORATION",3551,"Textiles & Apparels",0.0001%,TOPIX Small 2
20241031,"KYOWA LEATHER CLOTH CO.,LTD.",3553,"Chemicals",0.0001%,TOPIX Small 2
20241031,"p-ban.com Corp.",3559,"Wholesale Trade",0.0000%,TOPIX Small 2
20241031,"CHIKARANOMOTO HOLDINGS Co.,Ltd.",3561,"Retail Trade",0.0022%,TOPIX Small 2
20241031,"FOOD & LIFE COMPANIES LTD.",3563,"Retail Trade",0.0444%,TOPIX Mid400
20241031,"Ascentech K.K.",3565,"Wholesale Trade",0.0007%,TOPIX Small 2
20241031,"SEIREN CO.,LTD.",3569,"Textiles & Apparels",0.0129%,TOPIX Small 1
20241031,"SOTOH CO.,LTD.",3571,"Textiles & Apparels",0.0001%,TOPIX Small 2
20241031,"Tokai Senko K.K.",3577,"Textiles & Apparels",0.0000%,TOPIX Small 2
20241031,"KOMATSU MATERE Co.,Ltd.",3580,"Textiles & Apparels",0.0031%,TOPIX Small 2
20241031,"WACOAL HOLDINGS CORP.",3591,"Textiles & Apparels",0.0256%,TOPIX Mid400
20241031,"HOGY MEDICAL CO.,LTD.",3593,"Textiles & Apparels",0.0159%,TOPIX Small 1
20241031,"KURAUDIA HOLDINGS CO.,LTD.",3607,"Textiles & Apparels",0.0000%,TOPIX Small 2
20241031,"TSI HOLDINGS CO.,LTD.",3608,"Textiles & Apparels",0.0077%,TOPIX Small 1
20241031,"MATSUOKA CORPORATION",3611,"Textiles & Apparels",0.0001%,TOPIX Small 2
20241031,"WORLD CO.,LTD.",3612,"Textiles & Apparels",0.0077%,TOPIX Small 1
20241031,"TIS Inc.",3626,"Information & Communication",0.1050%,TOPIX Mid400
20241031,"TECMIRA HOLDINGS INC.",3627,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"GREE,Inc.",3632,"Information & Communication",0.0041%,TOPIX Small 1
20241031,"GMO Pepabo,Inc.",3633,"Information & Communication",0.0004%,TOPIX Small 2
20241031,"KOEI TECMO HOLDINGS CO.,LTD.",3635,"Information & Communication",0.0313%,TOPIX Mid400
20241031,"Mitsubishi Research Institute,Inc.",3636,"Information & Communication",0.0054%,TOPIX Small 1
20241031,"Voltage Incorporation",3639,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"DENSAN CO.,LTD.",3640,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"AGS Corporation",3648,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"FINDEX Inc.",3649,"Information & Communication",0.0018%,TOPIX Small 2
20241031,"BrainPad Inc.",3655,"Information & Communication",0.0018%,TOPIX Small 2
20241031,"KLab Inc.",3656,"Information & Communication",0.0012%,TOPIX Small 2
20241031,"Pole To Win Holdings,Inc.",3657,"Information & Communication",0.0017%,TOPIX Small 2
20241031,"NEXON Co.,Ltd.",3659,"Information & Communication",0.1528%,TOPIX Mid400
20241031,"istyle Inc.",3660,"Information & Communication",0.0038%,TOPIX Small 1
20241031,"m-up holdings,Inc.",3661,"Information & Communication",0.0042%,TOPIX Small 1
20241031,"Ateam Inc.",3662,"Information & Communication",0.0011%,TOPIX Small 2
20241031,"CELSYS,Inc.",3663,"Information & Communication",0.0045%,TOPIX Small 2
20241031,"Enigmo Inc.",3665,"Information & Communication",0.0009%,TOPIX Small 2
20241031,"TECNOS JAPAN INCORPORATED",3666,"Information & Communication",0.0002%,TOPIX Small 2
20241031,"enish,inc.",3667,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"COLOPL,Inc.",3668,"Information & Communication",0.0047%,TOPIX Small 1
20241031,"AltPlusInc.",3672,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"Broadleaf Co.,Ltd.",3673,"Information & Communication",0.0059%,TOPIX Small 1
20241031,"Cross Marketing Group Inc.",3675,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"DIGITAL HEARTS HOLDINGS Co.,Ltd.",3676,"Information & Communication",0.0015%,TOPIX Small 2
20241031,"MEDIA DO Co.,Ltd.",3678,"Information & Communication",0.0016%,TOPIX Small 2
20241031,"ZIGExN Co.,Ltd.",3679,"Information & Communication",0.0038%,TOPIX Small 1
20241031,"V-cube,Inc.",3681,"Information & Communication",0.0009%,TOPIX Small 2
20241031,"Encourage Technologies Co.,Ltd.",3682,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"CYBERLINKS CO.,LTD.",3683,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"DLE Inc.",3686,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"Fixstars Corporation",3687,"Information & Communication",0.0038%,TOPIX Small 2
20241031,"CARTA HOLDINGS,INC.",3688,"Information & Communication",0.0021%,TOPIX Small 2
20241031,"OPTiM CORPORATION",3694,"Information & Communication",0.0016%,TOPIX Small 2
20241031,"CERES INC.",3696,"Information & Communication",0.0019%,TOPIX Small 2
20241031,"SHIFT Inc.",3697,"Information & Communication",0.0268%,TOPIX Mid400
20241031,"Tokushu Tokai Paper Co.,Ltd.",3708,"Pulp & Paper",0.0047%,TOPIX Small 2
20241031,"T-Gaia Corporation",3738,"Information & Communication",0.0058%,TOPIX Small 1
20241031,"Systems Engineering Consultants Co.,LTD.",3741,"Information & Communication",0.0018%,TOPIX Small 2
20241031,"TECHMATRIX CORPORATION",3762,"Information & Communication",0.0125%,TOPIX Small 1
20241031,"Pro-Ship Incorporated",3763,"Information & Communication",0.0017%,TOPIX Small 2
20241031,"GungHo Online Entertainment,Inc.",3765,"Information & Communication",0.0220%,TOPIX Mid400
20241031,"GMO Payment Gateway,Inc.",3769,"Information & Communication",0.0547%,TOPIX Mid400
20241031,"ZAPPALLAS,INC.",3770,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"SYSTEM RESEARCH CO.,LTD.",3771,"Information & Communication",0.0026%,TOPIX Small 2
20241031,"Internet Initiative Japan Inc.",3774,"Information & Communication",0.0417%,TOPIX Mid400
20241031,"SAKURA internet Inc.",3778,"Information & Communication",0.0192%,TOPIX Small 1
20241031,"GMO GlobalSign Holdings K.K.",3788,"Information & Communication",0.0022%,TOPIX Small 2
20241031,"SRA Holdings,Inc.",3817,"Information & Communication",0.0063%,TOPIX Small 2
20241031,"System Integrator Corp.",3826,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"Asahi Net,Inc.",3834,"Information & Communication",0.0018%,TOPIX Small 2
20241031,"eBASE Co.,Ltd.",3835,"Information & Communication",0.0024%,TOPIX Small 2
20241031,"AVANT GROUP CORPORATION",3836,"Information & Communication",0.0071%,TOPIX Small 2
20241031,"Ad-Sol Nissin Corporation",3837,"Information & Communication",0.0020%,TOPIX Small 2
20241031,"ODK Solutions Company,Ltd.",3839,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"FreeBit Co.,Ltd.",3843,"Information & Communication",0.0014%,TOPIX Small 2
20241031,"COMTURE CORPORATION",3844,"Information & Communication",0.0080%,TOPIX Small 1
20241031,"ASTERIA Corporation",3853,"Information & Communication",0.0010%,TOPIX Small 2
20241031,"I'LL INC",3854,"Information & Communication",0.0046%,TOPIX Small 2
20241031,"Oji Holdings Corporation",3861,"Pulp & Paper",0.0558%,TOPIX Mid400
20241031,"Nippon Paper Industries Co.,Ltd.",3863,"Pulp & Paper",0.0121%,TOPIX Small 1
20241031,"Mitsubishi Paper Mills Limited",3864,"Pulp & Paper",0.0002%,TOPIX Small 2
20241031,"Hokuetsu Corporation",3865,"Pulp & Paper",0.0223%,TOPIX Small 1
20241031,"Chuetsu Pulp & Paper Co.,Ltd.",3877,"Pulp & Paper",0.0001%,TOPIX Small 2
20241031,"TOMOEGAWA CORPORATION",3878,"Chemicals",0.0001%,TOPIX Small 2
20241031,"Daio Paper Corporation",3880,"Pulp & Paper",0.0113%,TOPIX Small 1
20241031,"AWA PAPER & TECHNOLOGICAL COMPANY,Inc.",3896,"Pulp & Paper",0.0000%,TOPIX Small 2
20241031,"MarkLines Co.,Ltd.",3901,"Information & Communication",0.0042%,TOPIX Small 2
20241031,"Medical Data Vision Co.,Ltd.",3902,"Information & Communication",0.0016%,TOPIX Small 2
20241031,"gumi Inc.",3903,"Information & Communication",0.0013%,TOPIX Small 2
20241031,"Showcase Inc.",3909,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"Mobile Factory,Inc.",3912,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"TerraSky Co.,Ltd",3915,"Information & Communication",0.0019%,TOPIX Small 2
20241031,"Digital Information Technologies Corporation",3916,"Information & Communication",0.0028%,TOPIX Small 2
20241031,"PCI Holdings,INC.",3918,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"Internetworking and Broadband Consulting Co.,Ltd.",3920,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"NEOJAPAN Inc.",3921,"Information & Communication",0.0013%,TOPIX Small 2
20241031,"PR TIMES Corporation",3922,"Information & Communication",0.0008%,TOPIX Small 2
20241031,"RAKUS Co.,Ltd.",3923,"Information & Communication",0.0254%,TOPIX Mid400
20241031,"R&D COMPUTER CO.,LTD.",3924,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"Double Standard Inc.",3925,"Information & Communication",0.0015%,TOPIX Small 2
20241031,"Open Door Inc.",3926,"Information & Communication",0.0013%,TOPIX Small 2
20241031,"Mynet Inc.",3928,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"Akatsuki Inc.",3932,"Information & Communication",0.0027%,TOPIX Small 2
20241031,"BENEFIT JAPAN Co.,LTD.",3934,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"Ubicom Holdings,Inc.",3937,"Information & Communication",0.0011%,TOPIX Small 2
20241031,"Kanamic Network Co.,LTD",3939,"Information & Communication",0.0018%,TOPIX Small 2
20241031,"Nomura System Corporation Co,Ltd.",3940,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"Rengo Co.,Ltd.",3941,"Pulp & Paper",0.0219%,TOPIX Mid400
20241031,"TOMOKU CO.,LTD.",3946,"Pulp & Paper",0.0035%,TOPIX Small 2
20241031,"THE PACK CORPORATION",3950,"Pulp & Paper",0.0072%,TOPIX Small 2
20241031,"CHANGE Holdings,Inc.",3962,"Information & Communication",0.0078%,TOPIX Small 1
20241031,"Synchro Food Co.,Ltd.",3963,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"AUCNET INC.",3964,"Information & Communication",0.0029%,TOPIX Small 2
20241031,"Capital Asset Planning,Inc.",3965,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"Segue Group Co.,Ltd.",3968,"Information & Communication",0.0002%,TOPIX Small 2
20241031,"ATLED CORP.",3969,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"MACROMILL,INC.",3978,"Information & Communication",0.0042%,TOPIX Small 1
20241031,"Beaglee Inc.",3981,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"ORO Co.,Ltd.",3983,"Information & Communication",0.0026%,TOPIX Small 2
20241031,"User Local,Inc.",3984,"Information & Communication",0.0021%,TOPIX Small 2
20241031,"TEMONA.inc.",3985,"Information & Communication",0.0000%,TOPIX Small 2
20241031,"Needs Well Inc.",3992,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"PKSHA Technology Inc.",3993,"Information & Communication",0.0075%,TOPIX Small 2
20241031,"Money Forward,Inc.",3994,"Information & Communication",0.0321%,TOPIX Mid400
20241031,"Signpost Corporation",3996,"Information & Communication",0.0001%,TOPIX Small 2
20241031,"Resonac Holdings Corporation",4004,"Chemicals",0.0866%,TOPIX Mid400
20241031,"SUMITOMO CHEMICAL COMPANY,LIMITED",4005,"Chemicals",0.0855%,TOPIX Mid400
20241031,"Sumitomo Seika Chemicals Company,Limited.",4008,"Chemicals",0.0062%,TOPIX Small 1
20241031,"Nissan Chemical Corporation",4021,"Chemicals",0.0694%,TOPIX Mid400
20241031,"Rasa Industries,Ltd.",4022,"Chemicals",0.0026%,TOPIX Small 2
20241031,"KUREHA CORPORATION",4023,"Chemicals",0.0152%,TOPIX Small 1
20241031,"TAKI CHEMICAL CO.,LTD.",4025,"Chemicals",0.0037%,TOPIX Small 2
20241031,"TAYCA CORPORATION",4027,"Chemicals",0.0031%,TOPIX Small 2
20241031,"ISHIHARA SANGYO KAISHA,LTD.",4028,"Chemicals",0.0064%,TOPIX Small 1
