ticker,market_cap_mil_jpy,shares_outstanding,dividend_yield_pct,dividend_per_share_yen,per,pbr,eps_yen,bps_yen,roe_pct,equity_ratio_pct,min_lot_price_yen,trading_unit_shares,ytd_high_yen,ytd_high_date,ytd_low_yen,ytd_low_date,asof_date
4615.T,4326,34060000,0.0,0.0,43.2,0.32,2.94,398.04,-0.44,42.5,12700,100,167,2025-02-06,113,2025-04-07,2025-10-24
4617.T,217250,55000000,2.46,97.0,17.8,2.42,221.87,1633.04,17.81,57.7,395000,100,4095,2025-10-23,1674,2025-04-07,2025-10-24
4619.T,50174,23611200,5.18,110.0,11.56,0.82,183.9,2588.45,8.92,67.4,212500,100,2248,2025-09-18,1210,2025-01-17,2025-10-24
4620.T,19436,30850000,2.86,18.0,15.7,0.46,40.14,1365.9,1.27,69.3,63000,100,640,2025-09-22,429,2025-04-07,2025-10-24
4626.T,465606,58419808,3.64,290.0,27.66,4.43,288.18,1800.43,10.6,53.6,797000,100,8210,2025-09-25,3815,2025-02-18,2025-10-24
4631.T,352081,95156904,5.41,200.0,14.6,0.88,253.48,4183.85,5.57,32.7,370000,100,3749,2025-10-06,2447,2025-04-09,2025-10-24
4633.T,126005,54172361,3.87,90.0,10.66,1.06,218.12,2201.95,8.53,50.7,232600,100,2380,2025-09-29,1519,2025-04-07,2025-10-24
4634.T,161168,50286544,3.12,100.0,10.34,0.63,309.82,5096.21,7.3,55.4,320500,100,3405,2025-08-08,2502,2025-04-07,2025-10-24
4641.T,56078,20746675,3.48,94.0,14.36,2.8,188.21,965.2,20.71,66.6,270300,100,3170,2025-08-19,2174,2025-04-07,2025-10-24
4651.T,10860,48919396,0.9,2.0,5.98,1.11,37.13,200.36,15.56,27.7,22200,100,294,2025-05-19,192,2025-04-07,2025-10-24
4658.T,45016,35784000,3.66,46.0,13.81,1.68,91.1,748.87,12.5,53.1,125800,100,1339,2025-08-27,822,2025-04-07,2025-10-24
4661.T,6279972,1800450800,0.4,14.0,50.43,5.72,69.17,610.24,12.89,67.9,348800,100,3725,2025-01-30,2755,2025-04-03,2025-10-24
4662.T,27356,16292942,3.22,54.0,13.5,1.78,124.35,943.41,11.4,67.2,167900,100,1704,2025-08-19,912,2025-04-07,2025-10-24
4665.T,179568,48000000,3.07,115.0,19.51,1.17,191.7,3187.11,5.77,74.4,374100,100,4131,2025-08-07,3429,2025-04-07,2025-10-24
4666.T,311565,171048369,1.65,30.0,17.27,3.39,105.49,537.13,27.3,26.4,182150,100,2234,2025-02-05,1780,2025-10-17,2025-10-24
4668.T,20241,27803600,3.85,28.0,18.21,1.46,39.98,498.17,14.72,65.7,72800,100,795,2025-01-10,669,2025-04-07,2025-10-24
4671.T,27701,10880177,4.91,125.0,13.25,1.03,192.2,2462.84,7.51,69.9,254600,100,2668,2025-09-16,2065,2025-04-07,2025-10-24
4674.T,69720,42000000,3.49,58.0,13.94,2.21,119.06,751.3,15.06,71.1,166000,100,1827,2025-06-20,1005,2025-04-07,2025-10-24
4676.T,792280,234194500,1.48,50.0,42.54,0.87,79.52,3888.04,-2.4,56.8,338300,100,3911,2025-07-22,1574,2025-01-09,2025-10-24
4678.T,1932,6710000,3.47,10.0,9.66,0.48,29.81,594.39,6.74,48.1,28800,100,308,2025-03-27,235,2025-04-07,2025-10-24
4679.T,1443,6115000,,,65.56,2.42,3.6,97.68,-14.34,20.8,23600,100,361,2025-04-16,222,2025-10-14,2025-10-24
4680.T,328931,288789042,1.58,18.0,16.19,4.38,70.36,260.24,22.46,25.7,113900,100,1658,2025-08-18,745,2025-04-07,2025-10-24
4681.T,408581,217041598,1.7,32.0,20.99,2.79,89.69,674.32,14.72,29.3,188250,100,2037,2025-08-13,1308,2025-04-07,2025-10-24
4684.T,2519880,498000000,1.46,74.0,31.8,4.96,159.13,1020.55,15.52,86.7,506000,100,5658,2025-07-01,4236,2025-04-03,2025-10-24
4686.T,289654,64224800,0.53,24.0,,2.68,,1685.54,12.39,86.8,451000,100,5120,2025-09-16,2911,2025-04-07,2025-10-24
4687.T,71323,50227200,2.11,30.0,19.02,3.23,74.67,439.14,17.44,73.8,142000,100,1596,2025-01-06,1008,2025-04-07,2025-10-24
4689.T,3130018,6882185081,1.54,7.0,,1.09,,418.73,5.09,32.7,45480,100,572,2025-07-25,411,2025-01-06,2025-10-24
4694.T,149754,40749426,3.27,120.0,23.89,1.12,153.82,3292.78,4.91,72.9,367500,100,3780,2025-09-09,2663,2025-04-07,2025-10-24
4704.T,1114673,140901604,,,34.41,9.52,229.92,830.82,20.89,29.2,791100,100,12160,2025-02-19,7373,2025-10-17,2025-10-24
4709.T,38836,17229712,3.11,70.0,15.72,2.81,143.34,803.08,18.73,60.3,225400,100,2549,2025-07-31,1501,2025-04-07,2025-10-24
4714.T,35392,171806159,4.85,10.0,17.53,3.23,11.75,63.79,17.14,54.1,20600,100,305,2025-01-08,202,2025-10-17,2025-10-24
4716.T,1899644,128310971,,,,12.3,,1203.8,34.18,51.7,1480500,100,17875,2025-06-27,13755,2025-03-10,2025-10-24
4718.T,48082,19012452,1.98,50.0,18.05,3.3,140.11,765.94,15.88,62.0,252900,100,2955,2025-09-26,1808,2025-01-14,2025-10-24
4719.T,52415,14052400,3.35,125.0,15.87,1.21,235.06,3081.55,7.53,83.6,373000,100,4020,2025-08-20,2800,2025-04-07,2025-10-24
4722.T,208673,95328000,2.1,46.0,16.93,3.25,129.27,672.99,19.32,60.3,218900,100,2448,2025-08-12,1551,2025-04-07,2025-10-24
4725.T,44575,20541400,4.61,100.0,,1.06,,2037.67,8.93,68.3,217000,100,2233,2025-09-29,1651,2025-01-07,2025-10-24
4728.T,5023,7763040,3.86,25.0,6.21,0.8,104.23,807.79,4.11,78.1,64700,100,726,2025-01-10,561,2025-04-07,2025-10-24
4732.T,813147,474000000,2.94,50.4,20.79,4.24,82.53,404.6,18.85,76.2,171550,100,1839,2025-09-05,1282,2025-04-07,2025-10-24
4733.T,661896,75404000,1.21,106.0,38.03,4.12,230.79,2128.2,10.51,76.2,877800,100,9379,2025-09-26,6503,2025-04-24,2025-10-24
4743.T,42426,27911900,3.95,60.0,13.39,2.15,113.54,706.62,15.39,79.5,152000,100,1597,2025-05-09,1251,2025-02-25,2025-10-24
4745.T,24160,54291435,1.35,6.0,24.24,2.81,18.36,158.47,12.14,70.8,44500,100,447,2025-10-16,290,2025-04-07,2025-10-24
4746.T,74052,18700000,3.16,125.0,14.76,1.69,268.29,2346.64,12.12,80.8,396000,100,4580,2025-02-12,3560,2025-04-07,2025-10-24
4751.T,797164,506779600,1.08,17.0,25.7,4.62,61.21,340.24,10.77,30.1,157300,100,1933,2025-08-19,1000,2025-04-07,2025-10-24
4755.T,2128474,2167268300,,,,2.64,,372.17,-18.41,3.5,98210,100,1044,2025-02-14,695,2025-04-07,2025-10-24
4762.T,11674,8261600,3.18,45.0,13.42,1.98,105.26,713.65,10.16,43.7,141300,100,1528,2025-01-06,1273,2025-01-30,2025-10-24
4763.T,36009,23009000,2.88,45.0,10.34,1.93,151.3,812.98,14.32,58.6,156500,100,1768,2025-02-20,1343,2025-04-07,2025-10-24
4765.T,59728,102801843,,,,3.63,,159.99,10.55,83.5,58100,100,732,2025-02-12,554,2025-04-07,2025-10-24
4767.T,18755,48969096,4.78,18.3,10.47,1.59,36.59,241.07,11.81,69.5,38300,100,392,2025-09-09,283,2025-04-07,2025-10-24
4768.T,1174973,380004240,2.75,85.0,19.97,3.11,154.8,994.47,14.98,55.0,309200,100,3695,2025-02-04,2815,2025-07-23,2025-10-24
4776.T,166978,52757800,1.26,40.0,23.29,10.24,135.87,309.18,31.07,55.2,316500,100,4160,2025-08-18,2253,2025-04-07,2025-10-24
4792.T,36251,19896000,4.23,77.0,12.65,1.95,143.99,936.52,16.63,76.9,182200,100,1988,2025-01-29,1425,2025-04-07,2025-10-24
4801.T,27852,11466300,1.65,40.0,19.43,1.07,124.99,2280.28,5.36,62.8,242900,100,2620,2025-08-21,2237,2025-04-07,2025-10-24
4809.T,20965,10440600,3.34,67.0,10.29,1.01,195.21,1995.48,9.71,43.5,200800,100,2065,2025-08-29,1597,2025-04-07,2025-10-24
4812.T,453670,65182480,1.67,116.0,27.96,4.77,248.91,1457.97,17.36,61.9,696000,100,7140,2025-05-14,5430,2025-01-14,2025-10-24
4813.T,23658,39962100,0.0,0.0,,3.0,-37.22,197.37,-33.04,46.5,59200,100,1192,2025-01-31,560,2025-10-02,2025-10-24
4819.T,160276,47701132,1.4,47.0,,2.14,,1572.56,-8.73,33.3,336000,100,5220,2025-06-05,3140,2025-10-17,2025-10-24
4820.T,54437,70514800,4.53,35.0,28.8,2.62,26.81,294.77,11.83,64.8,77200,100,817,2025-02-20,644,2025-04-07,2025-10-24
4825.T,97595,23688000,2.18,90.0,26.09,4.24,157.92,970.57,15.12,83.5,412000,100,4870,2025-09-18,2800,2025-04-07,2025-10-24
4826.T,31427,64798288,3.3,16.0,18.29,1.89,26.52,256.67,10.3,77.7,48500,100,514,2025-08-20,369,2025-04-07,2025-10-24
4828.T,77040,12000000,2.43,156.0,20.78,5.54,308.99,1158.31,27.37,72.5,642000,100,6510,2025-10-23,3105,2025-04-07,2025-10-24
4829.T,4277,38534900,2.7,3.0,27.61,0.92,4.02,121.18,0.44,84.7,11100,100,130,2025-03-24,98,2025-04-07,2025-10-24
4839.T,40959,28844400,2.11,30.0,50.16,0.59,28.31,2425.17,0.93,67.7,142000,100,1920,2025-08-08,973,2025-04-09,2025-10-24
4845.T,7052,17762659,4.28,17.0,16.81,1.43,23.62,276.7,21.48,47.0,39700,100,442,2025-08-14,341,2025-04-07,2025-10-24
4847.T,27841,26340000,3.5,37.0,16.37,2.92,64.55,361.91,14.43,50.7,105700,100,1278,2025-01-07,873,2025-04-07,2025-10-24
4848.T,61416,35215449,3.61,63.0,11.14,2.05,156.61,851.66,20.34,69.0,174400,100,1864,2025-05-12,1370,2025-04-07,2025-10-24
4849.T,79396,49716000,1.5,24.0,31.39,1.93,50.87,828.95,22.19,65.0,159700,100,2125,2025-01-06,1400,2025-04-07,2025-10-24
4880.T,10306,19819962,0.96,5.0,92.04,1.72,5.65,301.67,3.9,84.7,52000,100,885,2025-01-08,520,2025-10-14,2025-10-24
4886.T,62301,28763199,2.54,55.0,11.81,0.94,183.33,2307.19,8.02,65.0,216600,100,2942,2025-09-01,1825,2025-02-04,2025-10-24
4887.T,219137,115487137,2.9,55.0,12.59,1.25,150.71,1521.63,6.19,49.0,189750,100,2250,2025-01-09,1650,2025-05-14,2025-10-24
4901.T,4405813,1243877184,1.98,70.0,16.27,1.26,217.69,2820.88,8.01,63.8,354200,100,3787,2025-09-26,2516,2025-04-07,2025-10-24
4902.T,276114,502664337,1.82,10.0,11.31,0.58,48.56,945.03,-9.47,38.0,54930,100,672,2025-01-07,366,2025-04-09,2025-10-24
4911.T,1090800,400000000,1.47,40.0,181.56,1.77,15.02,1536.68,-1.73,47.5,272700,100,2968,2025-03-18,2196,2025-04-21,2025-10-24
4912.T,435622,279782746,1.93,30.0,17.22,1.46,90.4,1069.83,7.39,59.1,155700,100,1896,2025-02-18,1438,2025-07-23,2025-10-24
4914.T,157592,100761985,3.07,48.0,13.03,1.09,120.06,1439.99,9.75,55.0,156400,100,1760,2025-08-25,995,2025-02-10,2025-10-24
4917.T,112274,48269212,0.0,0.0,37.37,1.53,62.25,1519.97,2.73,71.7,232600,100,2381,2025-09-24,1200,2025-02-03,2025-10-24
4919.T,79150,33117234,3.68,88.0,25.95,1.64,92.09,1456.78,10.59,82.9,239000,100,3510,2025-01-06,2337,2025-07-08,2025-10-24
4921.T,363685,130353200,0.0,0.0,,4.19,,666.62,11.39,72.2,279000,100,2958,2024-07-29,1787,2024-04-19,2025-12-17
4922.T,364464,60592541,2.33,140.0,24.87,1.27,241.82,4733.1,2.79,71.1,601500,100,7131,2025-01-06,5384,2025-04-07,2025-10-24
4923.T,41366,32934663,1.59,20.0,25.48,3.28,49.3,382.64,11.72,75.3,125600,100,1649,2025-01-31,1255,2025-10-17,2025-10-24
4926.T,5120,4281200,1.67,20.0,69.17,0.9,17.29,1323.67,2.39,66.9,119600,100,1229,2025-08-22,1025,2025-04-07,2025-10-24
4927.T,306699,229136156,3.88,52.0,34.85,1.81,38.41,738.65,5.59,82.2,133850,100,1451,2025-01-28,1177,2025-02-18,2025-10-24
4928.T,150460,34156623,5.11,225.0,18.81,3.02,234.22,1458.59,15.0,69.9,440500,100,4920,2025-01-06,3885,2025-04-07,2025-10-24
4929.T,6105,8043600,1.58,12.0,83.32,1.48,9.11,511.64,0.95,78.9,75900,100,930,2025-07-07,732,2025-04-21,2025-10-24
4931.T,48956,21855200,2.32,52.0,15.33,2.14,146.09,1046.62,13.56,79.8,224000,100,2544,2025-04-24,1890,2025-01-17,2025-10-24
4933.T,23569,17788270,1.02,13.5,8.58,1.34,154.41,985.81,19.12,46.8,132500,100,2274,2025-02-12,1281,2025-10-14,2025-10-24
4936.T,10824,24107000,2.23,10.0,27.75,1.36,16.18,331.09,3.97,79.1,44900,100,562,2025-09-11,370,2025-04-07,2025-10-24
4951.T,36708,23000000,2.76,44.0,20.82,1.02,76.66,1557.2,8.62,71.0,159600,100,1637,2025-08-01,1370,2025-04-07,2025-10-24
4955.T,25469,13404862,0.84,16.0,32.83,1.14,57.87,1663.13,3.07,71.7,190000,100,1949,2025-01-15,1017,2024-08-02,2025-01-30
4956.T,92455,70414880,2.89,38.0,10.76,1.01,122.06,1301.79,9.74,63.0,131300,100,1335,2025-09-26,974,2025-04-07,2025-10-24
4958.T,117704,42708154,2.69,74.0,14.88,0.94,185.27,2940.29,6.12,82.6,275600,100,3180,2025-08-01,2450,2025-04-07,2025-10-24
4967.T,409684,78050000,1.98,104.0,37.16,1.88,141.25,2791.27,4.83,80.2,524900,100,6220,2025-01-06,4850,2025-05-22,2025-10-24
4968.T,23275,20652400,4.44,50.0,12.42,0.39,90.73,2912.68,4.61,47.8,112700,100,1210,2025-03-17,898,2025-04-07,2025-10-24
4971.T,80339,19571093,1.34,55.0,21.28,2.76,192.9,1486.83,8.87,81.4,410500,100,4310,2025-09-24,1804,2025-04-07,2025-10-24
4973.T,20022,6067200,3.82,126.0,38.12,1.38,250.87,2675.83,11.29,85.2,330000,100,3390,2025-09-22,2681,2025-04-09,2025-10-24
4974.T,114274,120415600,1.79,17.0,87.87,1.05,10.8,905.93,0.92,92.2,94900,100,1058,2025-02-13,711,2025-04-07,2025-10-24
4975.T,122170,26529949,1.78,82.0,15.51,2.41,296.94,1908.25,16.65,87.2,460500,100,4845,2025-09-16,2797,2025-04-07,2025-10-24
4977.T,18613,18373974,2.37,24.0,8.76,0.88,115.59,1147.53,16.25,51.2,101300,100,1040,2025-10-09,669,2025-04-07,2025-10-24
4979.T,25333,11072000,2.62,60.0,11.08,1.36,206.51,1688.32,13.92,46.0,228800,100,2591,2025-09-22,1655,2025-04-07,2025-10-24
4980.T,428873,176418500,2.39,58.0,19.91,4.27,122.08,569.78,30.67,63.2,243100,100,2500,2025-10-06,1383,2025-04-07,2025-10-24
4985.T,115269,22209900,2.41,125.0,21.35,1.51,243.07,3443.45,5.13,50.8,519000,100,5570,2025-01-06,4670,2025-04-07,2025-10-24
4992.T,47428,28485531,2.76,46.0,11.38,0.82,146.28,2024.98,8.62,70.7,166500,100,1755,2025-09-29,1000,2025-04-07,2025-10-24
4994.T,19035,7047500,2.59,70.0,13.94,0.67,193.77,4004.15,6.88,73.5,270100,100,2761,2025-09-26,2234,2025-04-07,2025-10-24
4996.T,95360,133184612,3.07,22.0,24.63,0.58,29.07,1235.77,9.74,53.0,71600,100,871,2025-09-03,680,2025-04-07,2025-10-24
4997.T,76721,81967082,2.67,25.0,14.65,0.93,63.89,1004.21,3.03,50.8,93600,100,1054,2025-09-04,631,2025-04-07,2025-10-24
5009.T,11839,8743907,4.58,62.0,17.85,0.95,75.85,1420.96,7.5,46.0,135400,100,1499,2025-03-21,1180,2025-05-16,2025-09-26
5011.T,80799,31685955,3.14,80.0,15.15,0.98,168.35,2602.86,6.37,68.8,255000,100,3150,2025-08-06,1945,2025-04-07,2025-10-24
5013.T,31178,13900065,4.37,98.0,6.94,0.7,323.1,3208.94,10.32,68.5,224300,100,2402,2025-09-09,1565,2025-04-07,2025-10-24
5015.T,21574,22975189,4.69,44.0,21.43,2.17,43.82,433.54,9.33,74.5,93900,100,946,2025-10-24,709,2025-04-07,2025-10-24
5017.T,37450,78183677,0.0,0.0,,0.54,-204.56,879.9,-6.72,23.0,47900,100,524,2025-09-17,238,2025-04-07,2025-10-24
5018.T,13207,9696500,3.3,45.0,9.61,0.59,141.72,2303.99,4.85,56.6,136200,100,1420,2025-09-29,1045,2025-04-07,2025-10-24
5019.T,1362850,1288747390,3.4,36.0,25.9,0.77,40.83,1370.5,5.91,36.0,105750,100,1190,2025-03-19,799,2025-04-07,2025-10-24
5020.T,2581985,2706766549,3.14,30.0,13.87,0.85,68.77,1119.11,7.15,35.3,95390,100,981,2025-09-26,590,2025-04-07,2025-10-24
5021.T,596956,165041722,4.56,165.0,11.21,1.05,322.6,3438.83,9.73,27.1,361700,100,3725,2025-09-26,2509,2025-04-07,2025-10-24
5032.T,382929,61073159,1.12,70.0,26.93,15.4,232.86,407.12,55.23,75.4,627000,100,6640,2025-10-21,2580,2025-01-09,2025-10-24
5074.T,25928,70649130,1.58,5.8,21.56,0.61,17.02,603.51,0.49,28.1,36700,100,490,2025-08-07,250,2025-03-04,2025-10-24
5076.T,464900,274845024,4.61,78.0,8.22,,205.67,,7.05,35.8,169150,100,1754,2025-10-09,1089,2025-04-07,2025-10-24
5101.T,927660,166396381,2.01,112.0,10.01,1.01,556.85,5518.13,9.17,51.5,557500,100,6017,2025-09-12,2490,2025-04-07,2025-10-24
5105.T,653585,154111029,3.07,130.0,11.66,1.37,363.67,3103.04,17.24,65.4,424100,100,4275,2025-10-24,2071,2025-04-07,2025-10-24
5108.T,4832451,713698221,3.4,230.0,18.16,1.3,372.78,5226.29,8.04,65.2,677100,100,7242,2025-10-08,5113,2025-04-07,2025-10-24
5110.T,487813,263043057,3.77,70.0,10.84,0.76,171.12,2440.54,1.54,48.9,185450,100,1990,2025-03-26,1285,2025-04-07,2025-10-24
5121.T,47525,23446209,3.26,66.0,10.22,1.12,198.35,1802.22,10.96,72.0,202700,100,2048,2025-10-23,1118,2025-04-07,2025-10-24
5122.T,91329,17699367,2.33,120.0,20.75,0.95,248.67,5425.21,7.29,64.6,516000,100,5740,2025-01-06,4450,2025-04-07,2025-10-24
5142.T,19223,14562714,2.27,30.0,22.55,0.47,58.53,2833.76,1.08,49.5,132000,100,1534,2025-03-19,1076,2025-07-08,2025-10-24
5185.T,33457,17609130,4.47,85.0,8.75,0.74,217.13,2572.12,7.08,54.5,190000,100,1960,2025-09-08,1320,2025-04-07,2025-10-24
5186.T,120895,29272503,3.51,145.0,9.95,0.75,415.26,5475.33,8.23,85.3,413000,100,4245,2025-09-30,3145,2025-04-07,2025-10-24
5187.T,9896,9664327,3.61,37.0,10.98,0.57,93.22,1807.51,5.47,78.6,102400,100,1038,2025-09-30,886,2025-04-07,2025-10-24
5191.T,231079,104042806,2.7,60.0,11.25,1.08,197.45,2048.89,13.34,47.7,222100,100,2300,2025-10-06,1180,2025-04-07,2025-10-24
5192.T,116330,31104198,4.97,186.0,15.48,1.12,241.59,3341.14,9.34,74.7,374000,100,4030,2025-03-19,3115,2025-04-07,2025-10-24
5195.T,88737,44213536,3.99,80.0,12.5,1.01,160.5,1988.73,1.79,68.1,200700,100,2097,2025-09-19,1317,2025-04-07,2025-10-24
5201.T,1068691,217434681,4.27,210.0,18.28,0.76,268.87,6503.13,-6.52,49.7,491500,100,5004,2025-10-06,3870,2025-04-07,2025-10-24
5202.T,60354,96566022,0.0,0.0,28.47,0.57,21.95,1088.73,-11.91,10.5,62500,100,636,2025-10-24,315,2025-04-07,2025-10-24
5204.T,12912,4219554,2.12,65.0,5.23,0.36,584.6,8491.21,9.52,33.8,306000,100,3225,2025-10-23,2051,2025-04-07,2025-10-24
5208.T,55346,33603924,5.34,88.0,17.1,1.17,96.33,1408.01,8.38,67.7,164700,100,1682,2025-09-09,1135,2025-04-07,2025-10-24
5210.T,30716,11145249,5.44,150.0,9.39,0.52,293.48,5293.12,5.22,57.8,275600,100,3150,2025-08-25,1488,2025-01-30,2025-10-24
5214.T,455852,89523246,2.85,145.0,23.71,0.85,214.74,5961.22,2.49,69.6,509200,100,5092,2025-10-24,3000,2025-04-09,2025-10-24
5218.T,29573,25450000,2.15,25.0,12.87,0.55,90.3,2096.13,3.21,77.6,116200,100,1281,2025-08-25,848,2025-04-07,2025-10-24
5232.T,134211,33237017,2.97,120.0,9.46,0.69,426.81,5862.29,4.67,54.1,403800,100,4110,2025-09-09,3204,2025-01-14,2025-10-24
5233.T,498414,118191578,2.37,100.0,7.83,0.75,538.39,5613.38,9.53,45.1,421700,100,4382,2025-02-12,3325,2025-04-07,2025-10-24
5261.T,30047,5564200,1.85,100.0,14.64,1.83,368.96,2955.13,12.66,37.2,540000,100,5610,2025-02-25,4515,2025-04-07,2025-10-24
5262.T,96847,29347500,1.33,44.0,33.78,1.75,97.7,1883.55,7.27,74.4,330000,100,5380,2025-09-05,1284,2025-01-17,2025-10-24
5269.T,19413,57777432,2.38,8.0,18.24,0.48,18.42,696.92,-0.56,47.9,33600,100,430,2025-09-05,284,2025-06-23,2025-10-24
5273.T,166843,20986599,1.77,141.0,14.5,1.53,548.36,5190.53,11.86,70.7,795000,100,9380,2025-08-14,4785,2025-01-17,2025-10-24
5288.T,47917,38089792,3.82,48.0,11.41,1.02,110.27,1235.01,5.17,47.0,125800,100,1338,2025-09-08,758,2025-04-07,2025-10-24
5301.T,250587,224943104,2.69,30.0,21.62,0.87,51.53,1285.97,-18.48,45.2,111400,100,1117,2025-10-10,765,2025-04-07,2025-10-24
5302.T,51531,11832504,4.59,200.0,8.16,0.9,533.61,4844.03,8.04,63.2,435500,100,4430,2025-03-25,3560,2025-04-07,2025-10-24
5310.T,99085,20992588,3.07,145.0,19.8,1.07,238.41,4406.54,11.15,83.2,472000,100,5020,2025-06-30,3120,2025-04-07,2025-10-24
5331.T,135880,28103498,2.9,140.0,13.07,0.92,369.95,5283.68,8.71,75.6,483500,100,4870,2025-09-09,2989,2025-04-07,2025-10-24
5332.T,671589,166358397,2.48,100.0,22.0,1.35,183.47,2985.72,2.38,64.1,403700,100,4192,2025-03-18,3269,2025-04-09,2025-10-24
5333.T,770517,297956996,2.55,66.0,13.78,1.04,187.64,2495.34,7.76,63.0,258600,100,2595,2025-10-10,1540,2025-04-07,2025-10-24
5334.T,1243306,199247720,2.92,182.0,13.76,1.82,453.44,3428.38,14.12,68.1,624000,100,6278,2025-10-24,3714,2025-04-07,2025-10-24
5337.T,18048,33360600,0.0,0.0,16.52,2.05,32.75,263.66,0.42,69.8,54100,100,941,2025-07-10,272,2025-02-20,2025-10-24
5344.T,491292,12372000,0.26,102.0,,3.73,,10655.39,16.23,89.9,3971000,100,51480,2025-01-23,21095,2025-04-07,2025-10-24
5351.T,88589,47146830,4.79,90.0,10.08,0.98,186.39,1924.48,11.34,45.6,187900,100,1965,2025-09-03,1355,2025-04-07,2025-10-24
5352.T,150754,36458112,0.0,0.0,8.98,1.48,460.26,2791.24,13.76,50.8,413500,100,4150,2025-08-04,2000,2025-04-07,2025-10-24
5357.T,34681,19594000,5.08,90.0,12.49,1.01,141.75,1760.87,8.01,79.6,177000,100,1846,2025-05-26,1533,2025-04-07,2025-10-24
5363.T,24830,45477000,3.28,17.9,9.19,0.59,59.42,929.71,7.81,69.1,54600,100,609,2025-08-01,402,2025-01-17,2025-10-24
5367.T,6845,12135695,3.72,21.0,9.54,0.51,59.1,1106.75,3.84,76.6,56400,100,580,2025-09-17,466,2025-01-30,2025-10-24
5384.T,192477,80098500,3.05,73.34,20.14,2.34,119.3,1025.69,12.68,83.7,240300,100,2472,2025-10-20,1536,2025-04-07,2025-10-24
5388.T,16748,14450000,3.45,40.0,11.08,0.66,104.61,1744.63,5.04,83.4,115900,100,1220,2025-09-26,977,2025-01-30,2025-10-24
5391.T,9925,7778000,4.7,60.0,5.15,0.52,247.54,2443.4,-0.64,45.7,127600,100,1303,2025-09-25,1000,2025-04-07,2025-10-24
5393.T,385782,67811917,2.67,152.0,14.16,1.69,401.72,3362.95,15.45,74.5,568900,100,6126,2025-09-10,4083,2025-04-07,2025-10-24
5401.T,3357984,5373633760,3.84,24.0,,0.65,-7.65,954.31,6.89,49.2,62490,100,704,2025-03-19,530,2025-04-07,2025-10-24
5406.T,707081,396345963,4.48,80.0,7.03,0.61,253.72,2924.46,10.84,40.2,178400,100,1914,2025-09-09,1446,2025-04-07,2025-10-24
5408.T,39235,63079256,3.86,24.0,8.02,0.32,77.53,1971.44,5.39,71.6,62200,100,812,2025-03-18,606,2025-06-23,2025-10-24
5410.T,67809,17145211,5.06,200.0,6.09,0.43,649.59,9257.27,8.63,52.8,395500,100,4390,2025-09-09,3200,2025-04-07,2025-10-24
5411.T,1123174,639438399,4.55,80.0,14.9,0.45,117.91,3886.63,3.68,44.8,175650,100,2015,2025-03-19,1556,2025-04-07,2025-10-24
5423.T,151779,110064249,3.63,50.0,14.18,0.66,97.26,2077.25,10.25,71.7,137900,100,1692,2025-07-14,1353,2025-10-20,2025-10-24
5440.T,100349,44898730,4.03,90.0,9.25,0.48,241.61,4610.58,5.43,57.5,223500,100,2411,2025-09-09,1588,2025-04-07,2025-10-24
5444.T,608530,65000000,4.27,400.0,17.01,1.1,550.47,8510.45,5.89,84.8,936200,100,10260,2025-09-08,6772,2025-04-07,2025-10-24
5445.T,53195,9365305,5.28,300.0,5.82,0.82,976.38,6886.16,19.24,73.5,568000,100,6710,2025-01-08,4695,2025-04-07,2025-10-24
5449.T,113353,42279982,0.0,0.0,,0.61,-26.74,4396.34,2.09,76.7,268100,100,3225,2025-03-12,2210,2025-05-01,2025-10-24
5451.T,211718,159186150,4.51,60.0,16.73,1.01,79.52,1311.84,7.03,73.7,133000,100,1440,2025-09-08,959,2025-04-07,2025-10-24
5461.T,58856,28000000,4.8,101.0,17.25,0.77,121.85,2744.04,2.28,89.0,210200,100,2560,2025-01-07,1690,2025-04-07,2025-10-24
5463.T,327600,252000000,3.45,44.83,12.75,0.89,101.94,1468.7,7.82,80.9,130000,100,1320,2025-10-24,1016,2025-04-07,2025-10-24
5464.T,39104,38831900,3.57,36.0,11.25,0.69,89.55,1458.42,7.5,79.5,100700,100,1130,2025-03-27,830,2025-06-25,2025-10-24
5471.T,312071,217243845,,,,0.68,,2101.22,6.68,54.8,143650,100,1442,2025-10-24,924,2025-04-07,2025-10-24
5476.T,6565,14687617,,,,0.48,,935.33,-43.68,42.5,44700,100,475,2025-09-08,262,2025-04-07,2025-10-24
5480.T,67336,15497333,5.06,220.0,6.74,0.63,644.64,6948.08,12.46,44.3,434500,100,4570,2025-09-09,3300,2025-04-07,2025-10-24
5481.T,149568,54507307,0.73,20.0,21.36,0.67,128.48,4106.34,4.11,56.9,274400,100,2845,2025-04-11,1846,2025-01-16,2025-04-22
5482.T,168916,64520820,5.12,134.0,19.35,0.81,135.32,3251.08,3.24,58.0,261800,100,3040,2025-08-29,1242,2025-01-14,2025-10-24
5491.T,5588,6700000,0.0,0.0,11.17,0.2,74.69,4145.44,2.57,39.9,83400,100,897,2025-09-25,506,2025-04-07,2025-10-24
5535.T,29283,64357600,1.76,8.0,20.49,2.34,22.21,194.59,12.94,20.4,45500,100,2200,2025-02-13,447,2025-10-17,2025-10-24
5541.T,39996,19577071,5.87,120.0,,0.61,-86.24,3353.4,-2.45,93.9,204300,100,2125,2025-09-08,1437,2025-01-09,2025-10-24
